tracking_id	female_flower_early_0	female_flower_early_3	female_flower_early_1	female_flower_early_2	female_flower_late_1	female_flower_late_0	male_flower_0	male_flower_1	male_flower_3	male_flower_2	male_flower_4	male_flower_6	male_flower_5	root_0	root_1	root_2	root_3	vegetative_0	vegetative_1	vegetative_5	vegetative_4	vegetative_3	vegetative_2
Zosma198g00030	241.555	270.539	212.694	230.037	318.005	322.077	187.732	90.3564	189.75	184.721	184.499	166.18	171.8	245.41	247.843	313.641	264.673	293.347	233.11	424.131	276.416	440.854	254.595
Zosma198g00040	63.2806	66.7563	58.1504	62.3829	63.8914	57.347	80.692	40.6604	59.3875	71.9268	37.5529	73.6837	44.2256	77.1479	54.4956	40.1666	52.1202	45.3484	71.3247	48.9382	67.5283	50.8677	40.7352
Zosma198g00050	631.445	583.239	705.663	554.947	554.693	527.459	820.094	826.761	867.637	738.885	765.752	703.915	523.903	530.06	564.366	963.143	841.253	1275.42	545.663	1005.95	589.748	1293.64	985.567
Zosma198g00060	298.712	176.26	261.415	237.185	200.387	192.046	314.534	587.316	307.077	879.469	244.91	1189.91	523.903	331.204	334.439	364.918	311.907	327.359	225.571	352.537	249.405	384.001	305.514
Zosma198g00080	50.3523	73.1977	57.6266	50.6861	75.508	69.3499	176.205	239.444	170.92	165.105	223.685	172.451	6.80394	15.9616	32.8467	33.3297	17.9163	8.50282	53.9284	3.62505	2.70113	2.99222	0
Zosma198g00090	364.714	397.61	349.95	373.647	365.197	346.749	340.883	496.96	340.392	282.803	372.263	360.58	394.629	386.405	450.149	532.421	545.633	585.278	408.232	609.009	497.009	656.293	788.68
Zosma198g00110	3.40218	2.92791	1.04776	0.649821	0	2.6673	0	0	0	0	0	1.56774	0	3.32534	3.73258	150.411	93.6535	168.639	5.79875	189.409	45.9193	244.365	174.256
Zosma198g00130	159.903	196.17	164.498	178.051	169.167	140.033	31.2887	4.51782	127.466	71.9268	91.4331	61.1418	539.212	281.324	279.197	139.301	106.684	17.0056	95.0995	16.3127	18.9079	20.9455	19.2361
Zosma198g00140	871.639	477.249	550.596	443.828	569.214	508.788	219.021	76.8029	179.611	243.57	184.499	137.961	156.491	309.257	365.793	483.708	540.747	532.844	495.213	396.037	625.763	399.96	1029.7
Zosma198g00150	88.4567	66.1707	80.1533	66.2818	47.9185	64.6821	46.1097	22.5891	26.0726	17.9817	16.3273	20.3806	30.6177	60.5212	48.5235	52.9857	46.4196	62.354	63.7863	74.3136	78.3329	65.8288	83.7336
Zosma198g00190	152.418	191.485	166.593	150.109	262.1	178.709	187.732	99.392	388.192	277.899	460.431	322.954	200.716	99.7603	101.526	70.0779	47.2339	62.354	133.371	85.1888	80.1336	81.7873	59.9713
Zosma198g00200	30.6196	39.8195	23.5745	23.3936	18.151	31.3408	2228.09	3519.38	686.578	961.204	599.213	1569.31	639.57	17.9568	26.128	17.9468	35.8326	4.25141	23.7749	7.25011	6.30265	3.98962	6.78921
Zosma198g00210	195.285	220.179	206.932	250.831	177.879	236.723	233.842	284.623	143.399	156.931	140.415	144.232	66.3384	222.133	219.476	252.964	239.427	256.502	287.618	181.253	271.914	258.328	267.042
Zosma198g00240	1882.77	987.29	1795.85	1456.25	1217.57	932.222	762.457	451.782	648.917	652.245	613.908	746.244	699.105	1514.36	1335.52	1378.48	1373.86	1621.2	1265.29	1423.74	1109.27	1455.22	1331.82
Zosma198g00250	5.44349	14.6395	11.5253	14.2961	13.0687	6.66826	6.5871	0	5.7939	3.2694	0	0	10.2059	297.286	158.261	92.2977	160.433	100.617	20.2956	126.877	36.0151	197.486	296.462
Zosma198g00260	149.696	234.818	194.359	183.25	309.292	259.395	49.4033	22.5891	72.4238	60.4839	48.982	94.0644	158.192	84.4637	106.752	205.961	109.941	307.519	158.306	236.535	99.0416	240.375	71.2867
Zosma198g00270	1702.45	1369.09	817.249	595.236	1595.83	1519.7	266.778	40.6604	291.144	315.497	284.096	213.213	267.055	485.5	403.865	477.726	451.98	348.616	731.803	425.944	693.291	189.507	1193.77
Zosma198g00280	4394.94	4689.34	4117.68	4003.55	5606.47	5188.57	3214.51	2570.64	5179.75	4273.11	4663.09	5002.66	6926.41	3781.58	3134.62	1943.38	1583.97	1274.01	2469.69	945.233	2032.15	1036.31	885.992
Zosma199g00010	183.718	218.422	213.218	179.351	159.728	192.046	189.379	162.641	178.163	220.685	173.07	158.342	142.883	107.741	121.682	340.989	208.481	409.553	186.72	340.755	175.574	345.103	209.334
Zosma199g00020	237.472	297.475	269.273	293.069	320.183	257.395	270.071	275.587	249.138	238.666	288.994	257.109	415.04	242.75	345.637	453.797	386.015	768.088	301.535	861.857	230.497	707.161	857.703
Zosma199g00030	1062.16	539.321	1004.8	274.874	616.406	590.141	1017.71	637.012	701.062	701.287	827.796	788.573	309.579	1929.36	1427.34	373.464	1602.7	63.7712	1332.55	75.2199	3383.62	99.7406	1052.33
Zosma199g00040	11.5674	21.0809	19.3835	20.1445	15.2468	4.66778	0	0	0	1.6347	1.63273	0	1.70099	43.2295	61.2143	29.0567	70.8509	43.9312	39.4315	30.813	55.8234	61.8392	65.629
Zosma199g00050	261.288	207.881	277.131	222.239	247.579	189.378	270.071	325.283	479.446	415.214	540.435	412.315	1200.9	222.133	281.436	299.113	253.272	361.37	261.524	308.13	349.347	390.983	370.012
Zosma199g00060	73.4871	51.5312	71.7713	52.6355	46.4664	44.6773	62.5775	45.1782	52.1451	44.1369	58.7784	68.9805	49.3286	318.568	406.104	78.6239	168.576	110.537	42.9108	88.8138	63.0265	111.709	83.7336
Zosma199g00070	587.897	584.41	562.121	590.038	617.132	526.125	1032.53	844.832	1270.31	1481.04	1146.18	1784.09	1649.96	885.871	1176.51	722.144	857.54	620.706	582.195	616.259	567.238	674.247	816.968
Zosma199g00080	31.9805	51.5312	33.5282	31.1914	30.4936	37.3422	16.4678	18.0713	136.157	68.6574	132.251	42.329	159.893	25.2726	39.5653	38.4574	15.4732	5.66855	30.1535	0	5.40227	5.98444	3.3946
Zosma199g00090	249.04	291.62	240.46	208.593	285.333	272.732	601.073	483.407	1032.76	864.757	765.752	854.418	685.497	97.7651	162.74	201.688	188.121	347.199	327.05	363.412	278.217	409.934	307.777
Zosma199g00100	30.6196	191.485	45.0535	126.065	119.796	101.357	263.484	591.834	176.714	382.52	132.251	473.457	27.2158	2.66027	4.47909	4.27304	5.70065	1.41714	4.05913	3.62505	0.900378	5.98444	2.26307
Zosma199g00110	683.158	755.986	665.325	936.393	888.671	695.499	508.854	451.782	969.03	763.405	1053.11	743.108	1306.36	570.629	582.282	311.932	453.609	79.3597	296.896	106.033	204.386	76.8003	76.9444
Zosma199g00120	18.3718	26.3512	23.0506	27.9423	30.4936	28.6735	115.274	153.606	130.363	120.968	158.375	119.148	103.76	14.6315	23.142	92.2977	57.8209	18.4228	37.112	33.5318	32.4136	16.9559	15.8415
Zosma199g00130	177.594	294.547	154.544	183.25	418.924	341.415	79.0452	94.8742	75.3208	114.429	58.7784	81.5224	59.5345	97.7651	96.3005	35.8935	31.7608	11.3371	67.8454	11.7814	4.50189	9.97406	1.13153
Zosma199g00140	268.092	231.89	282.894	319.062	279.525	211.384	143.27	234.927	185.405	223.954	200.826	202.238	185.407	115.057	105.259	182.886	105.055	80.7768	241.228	80.6575	73.831	85.7769	31.683
Zosma199g00150	322.527	319.142	330.043	425.633	373.184	353.418	51.0501	63.2494	28.9695	65.388	47.3493	51.7354	10.2059	259.377	154.529	54.6949	107.498	121.874	205.856	165.846	73.831	71.8132	82.602
Zosma199g00160	516.451	532.879	534.355	478.918	506.049	554.799	459.451	465.335	356.325	356.365	295.525	379.393	302.775	567.968	541.224	1222.94	933.277	1105.37	582.195	1119.24	649.172	1031.32	872.413
Zosma199g00170	525.977	452.069	510.781	406.788	336.156	478.114	578.018	460.817	773.486	1000.44	950.251	691.373	329.991	538.04	750.248	1457.11	995.985	1394.46	394.315	1132.83	474.499	1068.22	623.476
Zosma199g00180	0.680436	0	0.523878	0	0	0	13.1742	31.6247	43.4543	21.2511	86.5349	14.1097	881.11	0	0	0	0	0	4.05913	0	1.80076	0	0
Zosma199g00190	0.680436	0	6.28653	13.6462	0	0	0	0	0	0	0	6.27096	1.70099	0.665068	0	0	0.814378	0	463.32	0	502.411	0	1.13153
Zosma199g00200	15.65	9.95488	9.4298	10.3971	5.8083	9.33556	29.642	49.696	14.4848	21.2511	26.1237	10.9742	44.2256	103.086	100.033	43.585	153.917	9.91996	7.53838	38.9693	15.3064	21.9429	64.4975
Zosma199g00210	285.103	308.016	287.085	329.459	317.279	308.073	156.444	198.784	192.647	215.78	177.968	150.503	134.378	354.481	382.962	447.815	379.5	435.061	230.21	377.912	300.726	372.033	284.015
Zosma199g00220	755.965	587.924	556.358	562.745	581.556	532.794	424.868	158.124	259.277	241.936	236.746	191.264	265.354	588.586	697.992	923.831	916.99	38.2627	372.28	20.8441	61.2257	23.9377	29.4199
Zosma199g00230	6.80436	1.75674	0	0.649821	0	0	204.2	2403.48	1068.98	117.698	982.906	286.896	1430.53	0	0	0.854608	0	0	1.15975	0	7.20302	0.997406	45.2614
Zosma199g00240	9.52611	12.2972	3.66714	4.54875	9.43849	9.33556	19.7613	9.03564	18.8302	16.347	13.0619	9.40644	61.2355	1.33014	0	0	0	0	0	0	1.80076	0	1.13153
Zosma199g00250	44.2284	53.2879	45.5774	53.2854	88.5766	84.6868	41.1694	90.3564	53.5936	16.347	60.4112	28.2193	154.79	21.9473	33.5932	22.2198	17.9163	7.08569	49.2894	5.43758	5.40227	0.997406	1.13153
Zosma199g00290	40.8262	86.0805	57.1027	88.3757	87.1246	88.021	31.2887	0	34.7634	19.6164	27.7565	17.2451	125.873	25.2726	27.6211	35.8935	31.7608	5.66855	39.4315	9.06264	10.8045	6.98184	3.3946
Zosma199g00300	53.074	125.314	61.8176	72.78	71.8778	106.025	230.549	275.587	223.065	253.379	212.255	216.348	83.3483	113.062	136.612	83.7516	124.6	252.25	121.194	271.879	294.424	283.263	600.845
Zosma199g00310	200.729	210.224	210.599	272.275	263.552	184.711	195.966	438.228	477.997	443.004	509.413	387.232	435.452	135.009	106.752	60.6772	83.0666	35.4284	154.827	64.3447	147.662	19.9481	31.683
Zosma199g00320	359.27	196.17	378.24	371.698	206.195	244.725	103.747	54.2138	225.962	140.584	328.18	106.606	90.1522	168.927	155.275	114.517	131.929	150.217	329.949	178.534	352.948	91.7614	178.782
Zosma199g00330	51.0327	17.5674	17.8118	15.5957	10.1645	11.336	1198.85	1644.49	2279.9	2984.96	1756.82	3028.87	500.09	46.5548	33.5932	3.41843	40.7189	2.83427	11.5975	4.53132	6.30265	12.9663	5.65767
Zosma19g00020	2.04131	1.75674	1.57163	0.649821	5.08227	4.66778	26.3484	22.5891	17.3817	9.8082	13.0619	14.1097	27.2158	2.66027	0.746515	21.3652	39.9045	2.83427	4.05913	7.25011	1.80076	6.98184	2.26307
Zosma19g00030	772.976	676.932	764.862	653.72	792.108	658.157	1859.21	2389.93	1360.12	1739.32	1400.89	1682.18	1998.66	986.962	990.626	995.618	1184.11	1354.78	864.014	1127.39	1016.53	1293.64	1009.33
Zosma19g00050	717.86	623.059	873.828	888.306	580.83	543.463	711.407	555.692	1520.9	1183.52	1717.64	1047.25	3231.87	860.599	753.234	699.069	727.24	810.602	744.56	752.199	560.035	788.948	744.55
Zosma19g00060	309.599	350.763	297.563	296.319	265.73	299.405	65.871	49.696	47.7997	80.1003	78.3712	36.058	81.6473	198.19	174.685	473.453	276.074	272.09	282.399	180.346	145.861	193.497	147.1
Zosma19g00070	104.107	167.476	128.35	133.863	211.277	170.041	470.978	777.065	307.077	439.734	253.074	454.644	86.7503	69.8322	65.6934	111.099	71.6653	90.6968	90.4605	73.4074	51.3215	71.8132	55.4452
Zosma19g00080	585.175	912.921	682.613	685.562	1249.51	910.884	347.47	456.3	315.768	307.324	246.543	293.167	668.487	558.658	477.77	363.208	202.78	170.056	517.249	166.753	190.88	133.652	56.5767
Zosma19g00090	128.602	151.08	130.446	136.462	145.208	156.037	566.491	817.725	499.724	493.68	429.409	478.16	122.471	95.7699	82.8632	52.9857	65.9646	42.5141	87.5612	57.0946	52.2219	50.8677	45.2614
Zosma19g00100	23.1348	33.3781	14.1447	27.9423	16.6989	28.0067	34.5823	27.1069	46.3512	26.1552	39.1856	53.3031	81.6473	10.6411	10.4512	44.4396	26.0601	4346.36	136.851	5299.83	881.47	4544.18	3164.9
Zosma19g00110	270.133	234.233	271.893	245.632	264.278	249.393	744.343	903.564	685.129	802.638	537.17	714.889	872.605	170.258	159.754	153.829	206.038	1084.11	743.4	1491.71	1364.97	1207.86	2022.05
Zosma19g00120	24.4957	2.34233	0.523878	1.29964	0	0	2341.72	3298.01	1852.6	3040.54	1515.18	3768.85	1185.59	2.66027	6.71864	7.69147	10.5869	4.25141	2.89938	3.62505	2.70113	4.98703	4.52614
Zosma19g00140	0	23.4233	41.3863	61.0832	23.2332	0.666826	1.64678	45.1782	1.44848	39.2328	29.3892	50.1677	39.1227	6.65068	4.47909	0	9.77254	11.3371	60.307	18.1253	122.451	88.7692	46.3929
Zosma19g00160	564.082	467.294	574.17	687.511	681.024	553.465	2756.7	3609.74	3004.14	2450.42	2499.72	3174.67	2207.88	859.934	756.967	388.847	614.856	320.273	804.867	428.663	1107.46	381.009	992.356
Zosma19g00170	301.433	458.51	351.522	211.842	652.708	440.772	8.23388	22.5891	15.9332	52.3104	9.7964	15.6774	23.8138	913.804	871.93	1115.26	1145.83	2301.43	407.652	1972.94	880.57	1564.93	2310.59
Zosma19g00180	44.9088	66.1707	56.5788	55.2348	106.002	54.0129	18.1145	0	11.5878	1.6347	11.4291	9.40644	8.50493	67.1719	108.245	242.709	187.307	1495.08	100.318	2484.07	356.55	1785.36	2528.98
Zosma19g00200	541.627	558.059	562.645	594.587	489.35	653.489	475.918	370.461	641.675	662.054	577.988	631.799	756.938	561.983	550.928	481.144	487.813	549.849	419.83	531.07	556.434	519.649	492.218
Zosma19g00210	5.44349	9.95488	8.38205	9.0975	10.1645	9.33556	9.88066	27.1069	26.0726	31.0593	57.1457	26.6516	35.7207	3.99041	3.73258	4.27304	11.4013	56.6855	6.9585	41.6881	6.30265	43.8859	10.1838
Zosma19g00220	268.772	443.285	425.913	424.983	879.232	432.103	447.923	533.103	624.293	601.57	592.682	667.857	1735.01	976.321	863.718	122.209	193.822	41.097	521.888	52.5633	270.113	47.8755	75.8128
Zosma19g00230	4.76305	11.126	3.66714	9.0975	3.63019	4.00095	41.1694	40.6604	137.605	71.9268	111.026	58.0064	147.986	3.99041	3.73258	5.98226	21.1738	4.25141	5.79875	2.71879	4.50189	3.98962	0
Zosma19g00240	1109.79	1248.46	1215.92	1045.56	1095.59	1088.93	561.551	605.388	685.129	733.981	653.094	641.205	1284.24	982.306	1016.75	2157.89	1676.8	1913.14	1060.59	1330.39	1048.04	1561.94	1217.53
Zosma19g00250	819.245	3769.39	821.964	263.178	4685.85	3274.78	9.88066	31.6247	11.5878	52.3104	6.53094	3.13548	0	0.665068	0	1.70922	2.44313	1.41714	0	2.71879	0.900378	14.9611	1.13153
Zosma19g00260	307.557	241.845	321.137	313.864	223.62	258.061	594.486	822.243	546.075	487.141	453.9	653.747	357.207	443.601	440.444	430.723	459.309	398.216	268.482	348.911	307.929	415.918	368.88
Zosma19g00270	207.533	238.332	228.411	337.257	219.263	240.724	1184.03	1649	1118.22	1170.45	948.619	1235.38	486.482	186.884	135.119	24.7836	38.2758	5.66855	162.945	14.5002	20.7087	5.98444	7.92074
Zosma19g00280	107.509	60.9005	158.735	143.611	61.7132	69.3499	52.6968	36.1425	79.6662	83.3697	130.619	64.2773	170.099	31.9233	23.142	18.8014	27.6889	405.301	387.357	560.977	733.808	413.924	1661.09
Zosma19g00290	2.04131	0	0	0	0	0	36.2291	45.1782	57.939	53.9451	47.3493	25.0838	3.40197	0	1.49303	0	0	0	0.579875	0	0	0	0
Zosma19g00300	3.40218	3.51349	5.23878	12.9964	7.98642	3.33413	19.7613	722.851	10.1393	8.1735	1.63273	37.6257	68.0394	0	0	0	0	0	0	0	0	0	0
Zosma19g00320	632.125	563.329	558.978	559.496	500.966	635.485	247.016	117.463	331.701	343.287	437.573	166.18	316.383	944.397	875.663	513.619	759.001	97.7825	730.063	133.221	702.295	119.689	158.415
Zosma19g00330	351.105	433.916	311.707	213.791	294.771	461.443	1412.93	1603.83	1461.51	1142.66	1600.08	1199.32	692.301	835.326	830.872	787.949	1110	1659.47	498.113	1411.05	900.378	1629.76	1339.74
Zosma19g00340	453.851	479.006	464.156	331.409	267.908	574.137	97.1598	31.6247	91.254	93.1779	83.2694	25.0838	85.0493	302.606	317.269	970.835	577.394	1288.18	367.641	1022.27	631.165	1523.04	1217.53
Zosma19g00360	636.888	521.167	618.176	528.955	787.751	570.136	843.149	1070.72	421.507	655.515	468.595	830.902	272.158	1612.79	1857.33	1331.48	2031.87	2005.25	847.778	2021.87	1379.38	2270.1	1549.07
Zosma19g00370	5.44349	4.68465	6.28653	7.79786	0.726038	6.00143	9.88066	0	7.24238	4.9041	1.63273	3.13548	0	2.66027	2.23955	2.56382	4.88627	103.451	22.0353	185.784	10.8045	308.199	47.5245
Zosma19g00380	0.680436	7.61256	0.523878	0	0	0	13.1742	0	2.89695	1.6347	1.63273	1.56774	1.70099	4.65548	2.23955	128.191	30.9464	12.7542	5.79875	29.0004	6.30265	204.468	33.946
Zosma19g00390	577.69	614.861	625.51	627.078	516.213	512.789	457.804	442.746	829.977	542.721	969.844	518.922	1124.35	566.638	604.678	693.942	578.209	843.197	429.108	735.886	295.324	837.821	241.017
Zosma19g00400	9.52611	16.3963	8.38205	7.14804	11.6166	8.66873	16.4678	9.03564	15.9332	11.4429	19.5928	15.6774	49.3286	29.263	30.6071	16.2376	52.9346	58.1026	23.195	95.1577	38.7162	44.8833	191.229
Zosma19g00410	53.074	85.4949	46.6251	75.3793	110.358	84.6868	100.453	112.945	84.0116	91.5432	84.9022	90.9289	83.3483	26.6027	25.3815	17.9468	16.2876	2.83427	42.9108	9.06264	18.0076	8.97666	1.13153
Zosma19g00420	36.0631	42.7474	22.5267	22.0939	54.4529	80.6859	192.673	112.945	94.1509	89.9085	107.76	89.3611	316.383	91.1144	71.6655	540.112	231.283	513.004	41.1711	767.605	180.076	829.842	661.948
Zosma19g00430	391.931	400.538	379.288	451.626	516.213	467.445	39.5226	40.6604	110.084	80.1003	84.9022	61.1418	130.976	263.367	237.392	1.70922	4.07189	11.3371	266.743	9.9689	13.5057	2.99222	2.26307
Zosma19g00440	31.3001	9.95488	8.38205	4.54875	16.6989	12.0029	3351.19	6135.2	2152.44	2991.5	1449.87	3974.22	314.682	0	0	0.854608	1.62876	1.41714	3.47925	0.906264	3.60151	1.99481	1.13153
Zosma19g00460	0	0	0	0	0	0	0	0	0	0	0	1.56774	0	315.242	267.253	0	57.0065	0	0.579875	0	0	0	0
Zosma19g00470	2.72175	25.18	2.09551	0.649821	23.9593	2.6673	67.5178	13.5535	370.81	384.155	530.639	191.264	83.3483	304.601	336.678	872.555	1141.76	0	6.9585	0	1.80076	0.997406	0
Zosma19g00500	0.680436	5.27023	6.28653	176.102	50.0966	6.00143	0	0	0	3.2694	0	0	20.4118	0	0	0	0	0	0	0	0	0	0
Zosma19g00510	511.008	552.789	491.397	471.77	581.556	590.807	3927.56	6315.91	3176.51	3246.52	2138.88	4591.91	4386.84	609.203	627.073	764.02	701.18	782.26	487.675	792.074	524.92	733.094	603.108
Zosma19g00520	921.311	902.381	925.692	794.082	1074.54	930.222	1384.94	1576.72	971.927	946.492	813.102	1161.69	1177.08	1016.22	895.072	1017.84	935.721	1329.27	869.813	1185.39	885.071	1249.75	1030.83
Zosma19g00530	139.489	40.9907	110.014	68.2312	29.0415	51.3456	135.036	121.981	55.0421	47.4063	71.8403	90.9289	56.1325	231.444	318.016	219.634	280.96	296.182	89.8807	233.816	248.504	245.362	316.83
Zosma19g00540	2125.68	2916.2	2299.3	2439.43	4280.72	2992.05	522.028	397.568	816.94	760.136	937.189	702.347	3354.34	3587.38	2741.95	599.08	644.988	134.628	2091.03	120.533	1017.43	49.8703	128.995
Zosma19g00550	1306.44	949.813	901.07	788.883	794.286	1120.27	923.841	505.996	693.82	2028.66	927.393	2883.07	2364.37	1656.69	1731.17	2851.83	3203.76	5097.44	1102.34	5490.14	1622.48	5875.72	5623.73
Zosma19g00560	128.602	91.3507	107.395	105.921	78.4121	121.362	1610.55	2647.44	1426.75	1428.73	1113.52	1597.53	396.33	248.736	263.52	386.283	350.997	311.77	186.72	293.629	320.535	322.162	478.639
Zosma19g00580	170.109	274.638	204.836	225.488	361.567	302.072	54.3436	22.5891	149.193	83.3697	132.251	72.116	285.766	177.573	170.206	94.8615	78.9947	58.1026	159.466	51.657	82.8348	47.8755	55.4452
Zosma19g00590	758.686	727.292	1342.7	1410.11	1064.37	471.446	446.276	880.974	595.324	1175.35	1025.36	1196.19	1129.45	1299.54	703.218	800.768	877.085	77.9425	985.208	322.63	580.744	56.8522	377.933
Zosma19g00600	1164.23	642.968	1131.58	1260.65	755.806	615.48	1254.84	1856.82	1267.42	1229.29	1071.07	1520.71	1770.73	1005.58	1016.01	786.239	900.702	430.81	844.298	529.258	531.223	342.11	483.165
Zosma19g00610	270.133	164.548	216.885	189.748	166.263	214.718	737.756	1454.74	919.782	825.524	987.804	1070.77	1156.67	340.515	334.439	382.864	427.549	367.038	219.773	393.318	290.822	393.975	393.774
Zosma19g00620	983.911	893.012	982.795	963.035	977.973	910.217	240.429	131.017	292.592	340.018	362.467	186.561	166.697	2646.31	2279.86	1595.55	2812.86	1203.15	1721.07	1237.96	1474.82	1442.25	1164.35
Zosma19g00630	104.787	203.197	123.111	151.408	188.044	154.704	1.64678	0	8.69086	14.7123	8.16367	4.70322	17.0099	87.124	64.9468	7.69147	61.0784	1.41714	114.815	0.906264	49.5208	0	5.65767
Zosma19g00650	521.895	300.989	338.425	249.531	376.814	412.765	200.907	0	168.023	96.4473	191.03	26.6516	85.0493	538.705	504.644	963.998	688.964	586.695	466.8	801.137	855.359	530.62	1588.67
Zosma19g00660	26.537	22.2521	25.1461	25.343	39.2061	30.0071	1.64678	9.03564	4.34543	6.5388	1.63273	4.70322	6.80394	0	0	0.854608	0	0	51.6089	0	44.1185	0	24.8938
Zosma19g00670	279.659	377.114	288.133	228.087	279.525	376.756	489.092	420.157	252.035	277.899	241.645	290.032	142.883	407.022	432.232	648.648	693.85	283.427	401.274	269.16	438.484	246.359	527.295
Zosma19g00680	183.718	193.827	189.12	185.199	180.783	208.05	227.255	207.82	385.295	323.671	393.489	266.516	292.569	111.066	126.908	63.241	79.8091	56.6855	184.4	15.4065	163.869	34.9092	66.7605
Zosma19g00710	96.622	101.891	84.8682	121.517	78.4121	100.024	391.933	415.639	711.202	429.926	367.365	427.993	360.609	123.038	73.1585	57.2587	87.1385	17.0056	83.502	19.9378	63.0265	27.9274	79.2074
Zosma19g00720	32.6609	8.78372	8.38205	6.49821	6.53434	7.33508	2710.59	3776.9	2391.43	2002.51	1541.3	2643.21	195.613	3.32534	0.746515	0.854608	1.62876	0	4.05913	0	0.900378	2.99222	0
Zosma19g00730	19.0522	36.8916	25.1461	26.6427	53.0008	34.0081	19.7613	67.7673	14.4848	17.9817	22.8583	42.329	42.5246	9.31096	13.4373	0.854608	4.88627	0	27.834	0.906264	5.40227	0	3.3946
Zosma19g00740	56.4762	183.287	67.0564	63.6825	214.907	202.715	102.1	121.981	194.096	86.6391	102.862	89.3611	37.4217	20.6171	50.0165	107.681	105.055	905.551	146.129	922.576	215.19	733.094	603.108
Zosma19g00750	0	0	0	0	0	0	0	0	46.3512	6.5388	32.6547	3.13548	17.0099	0	0	0	0	0	0	0.906264	0	0	0
Zosma19g00760	78.9306	62.6572	67.0564	62.3829	53.7268	89.3546	83.9856	9.03564	36.2119	40.8675	35.9202	28.2193	45.9266	129.023	98.54	917.849	236.17	461.987	93.3599	283.661	264.711	444.843	568.03
Zosma19g00780	110.231	45.0898	91.6786	67.5814	43.5623	89.3546	4.94033	9.03564	18.8302	9.8082	14.6946	0	13.6079	31.9233	0	23.0744	5.70065	9.91996	67.2655	2.71879	13.5057	2.99222	5.65767
Zosma19g00800	1035.62	1132.51	1058.76	914.949	1164.57	1280.97	65.871	9.03564	94.1509	183.086	130.619	45.4644	200.716	433.625	498.672	885.374	617.299	1180.48	1231.66	1105.64	1542.35	1038.3	1569.44
Zosma19g00810	406.22	338.466	350.998	358.052	133.591	397.428	34.5823	0	124.569	67.0227	52.2475	43.8967	139.481	140.329	146.317	64.0956	85.5097	121.874	340.387	177.628	600.552	127.668	238.754
Zosma19g00820	367.436	493.645	456.298	342.456	466.842	450.774	123.508	117.463	172.369	232.127	197.561	191.264	170.099	766.159	864.465	971.689	943.05	742.58	689.472	737.699	1032.73	606.423	1013.86
Zosma19g00850	738.954	614.275	820.917	808.378	662.873	612.813	350.763	429.193	373.707	326.94	367.365	438.967	467.771	528.064	508.377	507.637	372.171	440.73	436.066	376.099	490.706	510.672	434.509
Zosma19g00880	249.04	180.359	203.788	260.578	259.922	146.702	686.706	677.673	948.752	801.003	878.411	797.979	1243.42	279.994	264.266	290.567	93.6535	104.868	191.359	213.878	125.153	165.569	272.7
Zosma19g00890	170.79	182.701	167.117	181.3	201.113	168.707	449.57	474.371	520.003	580.319	449.002	578.496	367.413	111.732	88.8353	47.8581	65.9646	79.3597	208.175	77.0324	207.987	82.7847	116.548
Zosma19g00900	204.811	1117.88	227.363	245.632	977.973	1010.24	37.8758	45.1782	78.2177	168.374	104.495	51.7354	54.4315	192.87	145.571	335.006	199.523	960.819	1095.38	1072.11	3634.83	1050.27	1455.15
Zosma19g00910	59.8784	143.467	83.8205	118.917	161.906	113.36	29.642	45.1782	36.2119	52.3104	39.1856	47.0322	68.0394	57.1959	37.3258	17.9468	35.8326	12.7542	48.7095	19.0315	52.2219	7.97925	27.1568
Zosma19g00920	805.637	745.445	971.27	968.884	719.504	642.153	750.93	637.012	871.983	766.675	829.429	801.115	1190.69	1000.93	915.228	715.307	840.438	853.117	868.653	676.073	659.077	590.464	686.842
Zosma19g00940	23.1348	43.9186	33.0043	35.7402	56.631	34.6749	0	13.5535	1.44848	6.5388	4.8982	9.40644	3.40197	17.9568	23.8885	1.70922	4.88627	5.66855	14.4969	11.7814	3.60151	8.97666	3.3946
Zosma19g00950	262.648	243.016	299.134	299.568	330.347	206.049	29.642	4.51782	34.7634	34.3287	40.8184	7.8387	62.9365	89.7842	66.4399	105.117	85.5097	65.1883	177.442	46.2194	45.9193	42.8885	32.8145
Zosma19g00990	4.76305	6.4414	6.28653	3.24911	7.26038	4.00095	13.1742	31.6247	23.1756	22.8858	24.491	31.3548	27.2158	4.65548	5.22561	41.8758	17.9163	19.8399	3.47925	20.8441	9.90416	29.9222	10.1838
Zosma19g01020	0	0	0	0	0	0	0	0	1.44848	0	0	43.8967	22.1128	10.6411	5.97212	16.2376	12.2157	97.7825	3004.33	412.35	15167.8	671.254	16148.1
Zosma19g01050	286.464	223.107	242.032	201.445	235.962	207.383	2004.13	2380.89	1323.91	1860.29	1413.95	1627.31	326.589	259.377	303.085	546.095	504.1	803.517	335.168	819.262	460.093	953.52	811.31
Zosma19g01060	34.7023	42.7474	37.1953	27.9423	54.4529	44.6773	223.962	266.551	18.8302	22.8858	27.7565	26.6516	11.9069	61.1863	78.3841	87.17	251.643	34.0113	11.0176	9.9689	6.30265	13.9637	5.65767
Zosma19g01080	69.4045	89.594	68.628	66.9316	87.8506	94.0224	46.1097	31.6247	15.9332	45.7716	29.3892	62.7096	18.7108	22.6123	50.763	132.464	118.085	2688.31	237.169	2961.67	498.809	2706.96	1170.01
